"interaction","ligand","receptor(s)","file","count"
"DKK1_KREMEN2","DKK1","KREMEN2","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",10
"DKK1_LRP1","DKK1","LRP1","OmniPathPPIs_new.tsv",1
"DKK1_LRP4","DKK1","LRP4","Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",4
"DKK1_LRP5","DKK1","LRP5","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",13
"DKK1_LRP6","DKK1","LRP6","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",17
"DKK1_PPARG","DKK1","PPARG","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK1_WNT2","DKK1","WNT2","OmniPathPPIs_new.tsv",1
"DKK1_WNT3A","DKK1","WNT3A","OmniPathPPIs_new.tsv",1
"DKK1_WNT6","DKK1","WNT6","OmniPathPPIs_new.tsv",1
"DKK2_ESR1","DKK2","ESR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK2_FZD1","DKK2","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK2_FZD2","DKK2","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK2_KREMEN1","DKK2","KREMEN1","Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",5
"DKK2_KREMEN2","DKK2","KREMEN2","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",9
"DKK2_LRP5","DKK2","LRP5","CellCall-2021_new.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",5
"DKK2_LRP6","DKK2","LRP6","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"DKK2_PPARA","DKK2","PPARA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK2_WNT2","DKK2","WNT2","OmniPathPPIs_new.tsv",1
"DKK2_WNT3A","DKK2","WNT3A","OmniPathPPIs_new.tsv",1
"DKK2_WNT6","DKK2","WNT6","OmniPathPPIs_new.tsv",1
"DKK3_CDH1","DKK3","CDH1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK3_ESR2","DKK3","ESR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK3_KREMEN1","DKK3","KREMEN1","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",3
"DKK3_LRP6","DKK3","LRP6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK3_OPCML","DKK3","OPCML","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK3_PPARA","DKK3","PPARA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK4_FZD1","DKK4","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK4_FZD2","DKK4","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DKK4_KREMEN1","DKK4","KREMEN1","Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",5
"DKK4_KREMEN2","DKK4","KREMEN2","Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",5
"DKK4_LRP5","DKK4","LRP5","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",5
"DKK4_LRP6","DKK4","LRP6","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",10
"DKK4_VDR","DKK4","VDR","OmniPathPPIs_new.tsv",1
"DKK4_WNT2","DKK4","WNT2","OmniPathPPIs_new.tsv",1
"DKK4_WNT3A","DKK4","WNT3A","OmniPathPPIs_new.tsv",1
"DKK4_WNT6","DKK4","WNT6","OmniPathPPIs_new.tsv",1
"DLK1_ACVR2B","DLK1","ACVR2B","NicheNet-LR-pairs.csv",1
"DLK1_FGFR1","DLK1","FGFR1","NicheNet-LR-pairs.csv",1
"DLK1_NOTCH1","DLK1","NOTCH1","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"DLK1_NOTCH2","DLK1","NOTCH2","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"DLK1_NOTCH3","DLK1","NOTCH3","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"DLK1_NOTCH4","DLK1","NOTCH4","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",13
"DLK1_OCLN","DLK1","OCLN","NicheNet-LR-pairs.csv",1
"DLK1_TFRC","DLK1","TFRC","NicheNet-LR-pairs.csv",1
"DLK2_NOTCH1","DLK2","NOTCH1","Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",8
"DLL1_MTNR1A","DLL1","MTNR1A","NicheNet-LR-pairs.csv",1
"DLL1_NOTCH 1-4","DLL1","NOTCH 1-4","Human-2010-Kirouac-LR-pairs_new.xlsx",1
"DLL1_NOTCH1","DLL1","NOTCH1","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"DLL1_NOTCH2","DLL1","NOTCH2","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"DLL1_NOTCH3","DLL1","NOTCH3","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"DLL1_NOTCH4","DLL1","NOTCH4","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"DLL2_NOTCH 1-4","DLL2","NOTCH 1-4","Human-2010-Kirouac-LR-pairs_new.xlsx",1
"DLL3_NOTCH1","DLL3","NOTCH1","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"DLL3_NOTCH2","DLL3","NOTCH2","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"DLL3_NOTCH3","DLL3","NOTCH3","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"DLL3_NOTCH4","DLL3","NOTCH4","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"DLL4_NOTCH1","DLL4","NOTCH1","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",16
"DLL4_NOTCH2","DLL4","NOTCH2","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"DLL4_NOTCH3","DLL4","NOTCH3","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"DLL4_NOTCH4","DLL4","NOTCH4","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"DMKN_APP","DMKN","APP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DMKN_PPARA","DMKN","PPARA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DMP1_ITGB3","DMP1","ITGB3","Human-2020-Shao-LR-pairs.txt; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",3
"DMP1_PHEX","DMP1","PHEX","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"DNAJA3_ERBB2","DNAJA3","ERBB2","Cellinker_Homos_2021.txt",1
"DNAJB11_PRTG","DNAJB11","PRTG","Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv",2
"DNAJB9_HNF4A","DNAJB9","HNF4A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DNAJB9_PLAUR","DNAJB9","PLAUR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DNAJB9_PTPRK","DNAJB9","PTPRK","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DNAJB9_ZACN","DNAJB9","ZACN","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DNASE1_ESRRA","DNASE1","ESRRA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DNASE2B_CERCAM","DNASE2B","CERCAM","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DNASE2B_IL17RA","DNASE2B","IL17RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DNASE2B_TRAF2","DNASE2B","TRAF2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_ABCA1","DPEP1","ABCA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_ANPEP","DPEP1","ANPEP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_CYSLTR1","DPEP1","CYSLTR1","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx",1
"DPEP1_CYSLTR2","DPEP1","CYSLTR2","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx",1
"DPEP1_ENPP1","DPEP1","ENPP1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_GGT5","DPEP1","GGT5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_GRIN2A","DPEP1","GRIN2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_GRIN2B","DPEP1","GRIN2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_GRIN2C","DPEP1","GRIN2C","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_GRIN2D","DPEP1","GRIN2D","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP1_SLC7A1","DPEP1","SLC7A1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPEP2_CYSLTR1","DPEP2","CYSLTR1","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx",1
"DPEP2_CYSLTR2","DPEP2","CYSLTR2","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx",1
"DPEP3_CYSLTR1","DPEP3","CYSLTR1","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx",1
"DPEP3_CYSLTR2","DPEP3","CYSLTR2","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx",1
"DPP4_ADA","DPP4","ADA","OmniPathPPIs_new.tsv",1
"DPP4_CXCL12","DPP4","CXCL12","OmniPathPPIs_new.tsv",1
"DPP4_TGFB1","DPP4","TGFB1","OmniPathPPIs_new.tsv",1
"DPP7_ATP1B3","DPP7","ATP1B3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_BSG","DPP7","BSG","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_CD276","DPP7","CD276","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_CD36","DPP7","CD36","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_CD44","DPP7","CD44","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_ESR1","DPP7","ESR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_FOLR1","DPP7","FOLR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_IGF2R","DPP7","IGF2R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_ITGA3","DPP7","ITGA3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_ITGA5","DPP7","ITGA5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_L1CAM","DPP7","L1CAM","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_M6PR","DPP7","M6PR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_PIGR","DPP7","PIGR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_PLXNB2","DPP7","PLXNB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_SCARB1","DPP7","SCARB1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_TFRC","DPP7","TFRC","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DPP7_TREML2","DPP7","TREML2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"DRAXIN_DCC","DRAXIN","DCC","Cellinker_Homos_2021.txt; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",4
"DRAXIN_WNT2","DRAXIN","WNT2","OmniPathPPIs_new.tsv",1
"DRAXIN_WNT3A","DRAXIN","WNT3A","OmniPathPPIs_new.tsv",1
"DRAXIN_WNT6","DRAXIN","WNT6","OmniPathPPIs_new.tsv",1
"DRD2_CALM1","DRD2","CALM1","Cellinker_Homos_2021.txt",1
"DRD2_CALM2","DRD2","CALM2","Cellinker_Homos_2021.txt",1
"DRD2_CALM3","DRD2","CALM3","Cellinker_Homos_2021.txt",1
"DRD2_CCKBR","DRD2","CCKBR","Cellinker_Homos_2021.txt",1
"DSC1_DSC3","DSC1","DSC3","NicheNet-LR-pairs.csv",1
"DSC1_DSG1","DSC1","DSG1","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv",7
"DSC1_DSG2","DSC1","DSG2","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv",7
"DSC1_DSG3","DSC1","DSG3","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",6
"DSC1_DSG4","DSC1","DSG4","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; OmniPathPPIs_new.tsv",5
"DSC1_NTRK1","DSC1","NTRK1","NicheNet-LR-pairs.csv",1
"DSC2_DLG1","DSC2","DLG1","NicheNet-LR-pairs.csv",1
"DSC2_DSC1","DSC2","DSC1","NicheNet-LR-pairs.csv",1
"DSC2_DSC3","DSC2","DSC3","NicheNet-LR-pairs.csv",1
"DSC2_DSG1","DSC2","DSG1","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv",7
"DSC2_DSG2","DSC2","DSG2","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv",7
